step,lr,train_nll,test_nll
1000,0.0003,0.8706708037853241,0.8713694933891296
2000,0.0002536142762536405,0.8588441646099091,0.8593849808692932
3000,0.00014302434612185582,0.8549192917346954,0.8546314300537109
4000,3.675685764502535e-05,0.852728556394577,0.8531315431594849
4883,4.90937496988586e-11,0.8515433776378631,0.8516001386642456
