step,lr,train_nll,test_nll
1000,0.0003,0.8649205482006073,0.8639213911056518
2000,0.0002536142762536405,0.8587739837169647,0.8587741374015808
3000,0.00014302434612185582,0.8547540056705475,0.8547649242401123
4000,3.675685764502535e-05,0.8530789339542388,0.8531881690025329
4883,4.90937496988586e-11,0.8515901482105255,0.8516161889076233
