step,lr,train_nll,test_nll
1000,0.0003,0.8629468083381653,0.8627609289169311
2000,0.0002536142762536405,0.859242103099823,0.8590443104743958
3000,0.00014302434612185582,0.8542149984836578,0.8539850931167603
4000,3.675685764502535e-05,0.8523260962963104,0.8524792628288269
4883,4.90937496988586e-11,0.8515420663356781,0.8516347990036011
