step,lr,train_nll,test_nll
1000,0.0003,0.8648279356956482,0.8649908974647522
2000,0.0002536142762536405,0.8595780014991761,0.8594572312355041
3000,0.00014302434612185582,0.8549573624134064,0.8551431820869446
4000,3.675685764502535e-05,0.852281014919281,0.8523158618927001
4883,4.90937496988586e-11,0.8516013073921204,0.851647149848938
