step,lr,train_nll,test_nll
1000,0.0003,0.8668518471717834,0.8658476654052735
2000,0.0002536142762536405,0.8618316984176636,0.8622489650726318
3000,0.00014302434612185582,0.8539079201221466,0.8541960282325745
4000,3.675685764502535e-05,0.853274519443512,0.853241761302948
4883,4.90937496988586e-11,0.8515746927261353,0.8515957592964173
