step,lr,train_mse,test_mse
50,0.00010245901639344262,0.6949284815788269,0.700142370223999
100,0.00020491803278688525,0.4417454665899277,0.4440092334747314
150,0.00030737704918032784,0.3538723689317703,0.35820190620422365
200,0.0004098360655737705,0.292319820523262,0.30165366744995115
250,0.0005122950819672131,0.2541902878880501,0.25881170177459717
300,0.0006147540983606557,0.2258619749546051,0.230936128616333
350,0.0007172131147540984,0.20742182642221452,0.21081281757354736
400,0.000819672131147541,0.18744971513748168,0.19238570833206176
450,0.0009221311475409836,0.18177768260240554,0.18338766384124755
500,0.000999984543714613,0.16908201307058335,0.17260486936569214
550,0.0009995247601443948,0.1541561233997345,0.15651058578491212
600,0.0009984269587898415,0.1515309679508209,0.15437407207489012
650,0.00099669254181726,0.14226318508386612,0.14445780181884765
700,0.0009943237245099797,0.1336077070236206,0.13720479774475097
750,0.000991323532438884,0.13092283740639687,0.13382634592056275
800,0.0009876957975980011,0.12444371610879898,0.12913971185684203
850,0.0009834451535100915,0.11413841992616654,0.11826849222183228
900,0.0009785770293084816,0.11716993778944015,0.11891229867935181
950,0.0009730976428027077,0.11136331081390381,0.11392990207672118
1000,0.0009670139925368193,0.10721056908369064,0.10971395826339722
1050,0.0009603338488504935,0.10409944653511047,0.10704653549194336
1100,0.0009530657439543711,0.10171825781464577,0.10497934103012085
1150,0.0009452189610322938,0.10067381665110588,0.10337929582595826
1200,0.0009368035223843632,0.09695404559373856,0.10044194793701172
1250,0.0009278301766259607,0.0961024934053421,0.09869454908370971
1300,0.0009183103849590839,0.09391537889838218,0.09473380661010743
1350,0.0009082563065335312,0.09162940204143524,0.09490915203094483
1400,0.0008976807829166331,0.0897243732213974,0.09207044196128845
1450,0.0008865973216913656,0.08942323744297027,0.09208070468902588
1500,0.000875020079203796,0.08842210501432418,0.0906977186203003
1550,0.0008629638424818955,0.08526005640625954,0.08855627822875976
1600,0.0008504440103488143,0.08231902629137039,0.08569039416313172
1650,0.000837476573754742,0.08042633518576622,0.08458041334152222
1700,0.0008240780953524726,0.08255425050854683,0.08622836804389954
1750,0.0008102656883427632,0.07923207297921181,0.08253983521461487
1800,0.000796056994616507,0.07839416667819023,0.08223001456260681
1850,0.0007814701622216341,0.07612140700221062,0.07794040751457214
1900,0.000766523822183526,0.07707114592194557,0.08015320920944213
1950,0.0007512370647085469,0.07592184618115425,0.07823496985435485
2000,0.000735629414801085,0.07339647933840751,0.07600609707832337
2050,0.0007197208073252494,0.0747837807238102,0.0782393455505371
2100,0.0007035315615430735,0.07153622329235076,0.07411219024658203
2150,0.0006870823551617467,0.07098676040768623,0.07460044026374817
2200,0.0006703941979230209,0.07069941207766534,0.07301131582260131
2250,0.0006534884047685281,0.06899544969201088,0.07215035891532898
2300,0.0006363865686152794,0.06817907445132733,0.07057561922073365
2350,0.0006191105327761216,0.06714077048003673,0.07016063141822815
2400,0.0006016823630603753,0.06529013089835643,0.06872539520263672
2450,0.000584124319590289,0.06435664154589177,0.06856954669952392
2500,0.000566458828369308,0.06434700943529606,0.06607514953613282
2550,0.0005487084526384713,0.06264891803264618,0.0655222327709198
2600,0.0005308958640575214,0.06286413736641407,0.06579076242446899
2650,0.0005130438137475362,0.06127123899757862,0.06511039233207702
2700,0.0004951751032320709,0.06086604915559292,0.06460551190376282
2750,0.00047731255531392025,0.06032648630440235,0.06333603382110596
2800,0.0004594789849247047,0.059559941366314886,0.06236774754524231
2850,0.00044169716998450814,0.05915387585759163,0.061859920024871826
2900,0.00042398982230878936,0.057274126037955286,0.06092020010948181
2950,0.0004063795585997261,0.05735378704965115,0.059331962823867795
3000,0.00038888887155904146,0.05715588375926018,0.060014186143875124
3050,0.0003715401011592102,0.05563463941216469,0.057670040369033816
3100,0.00035435540610973914,0.054291832000017165,0.05743118357658386
3150,0.0003373567355549646,0.05396109282970429,0.05700832319259644
3200,0.00032056580103951714,0.053747420087456706,0.05655027866363525
3250,0.0003040040487772609,0.053199727907776835,0.05569300103187561
3300,0.0002876926322591259,0.052387056946754454,0.055087839126586914
3350,0.0002716523852348209,0.05222089394927025,0.05483607912063598
3400,0.00025590379510293627,0.051677493453025816,0.0546157557964325
3450,0.0002404669767434216,0.050797780603170396,0.053386594533920285
