step,lr,train_mse,test_mse
50,0.00010245901639344262,0.570961103439331,0.5692998924255371
100,0.00020491803278688525,0.3748640429973602,0.3817960147857666
150,0.00030737704918032784,0.2876643878221512,0.2904700450897217
200,0.0004098360655737705,0.22981009751558304,0.23277331352233888
250,0.0005122950819672131,0.1951514247059822,0.1980045461654663
300,0.0006147540983606557,0.17280988544225692,0.1773500018119812
350,0.0007172131147540984,0.1639774277806282,0.16505846118927
400,0.000819672131147541,0.14899591147899627,0.1539181523323059
450,0.0009221311475409836,0.14669881761074066,0.14964400768280028
500,0.000999984543714613,0.14086958587169648,0.14285576343536377
550,0.0009995247601443948,0.1283859933912754,0.13182959032058716
600,0.0009984269587898415,0.12223398447036743,0.12366090726852418
650,0.00099669254181726,0.11628693670034408,0.11912800121307374
700,0.0009943237245099797,0.11145655706524848,0.11299523258209229
750,0.000991323532438884,0.1039319822192192,0.10539287042617798
800,0.0009876957975980011,0.10374649658799172,0.10715416765213012
850,0.0009834451535100915,0.09777116671204567,0.10124515056610107
900,0.0009785770293084816,0.09545634552836418,0.09940113782882691
950,0.0009730976428027077,0.09617892235517501,0.09890636301040649
1000,0.0009670139925368193,0.09016907215118408,0.0931517813205719
1050,0.0009603338488504935,0.08885884523391724,0.09164512252807618
1100,0.0009530657439543711,0.08692738890647889,0.08875779128074646
1150,0.0009452189610322938,0.08094971761107445,0.08472344493865967
1200,0.0009368035223843632,0.07962538197636604,0.08244223356246948
1250,0.0009278301766259607,0.07921376794576646,0.0813397617340088
1300,0.0009183103849590839,0.0759711903333664,0.07947761058807373
1350,0.0009082563065335312,0.07563323989510536,0.0788036835193634
1400,0.0008976807829166331,0.07377304434776306,0.07572927951812744
1450,0.0008865973216913656,0.07249759525060653,0.07550543546676636
1500,0.000875020079203796,0.07125270739197731,0.07358295464515686
1550,0.0008629638424818955,0.07079660564661026,0.07249206137657166
1600,0.0008504440103488143,0.06875345669686794,0.07106452703475952
1650,0.000837476573754742,0.06623065322637559,0.07055647706985474
1700,0.0008240780953524726,0.06432215146720409,0.06776396417617798
1750,0.0008102656883427632,0.06202429249882698,0.06531419777870179
1800,0.000796056994616507,0.06421362847089768,0.06761583757400513
1850,0.0007814701622216341,0.061592336371541025,0.06430516767501832
1900,0.000766523822183526,0.05915780670940876,0.0609930031299591
1950,0.0007512370647085469,0.05855425581336021,0.061973044633865354
2000,0.000735629414801085,0.05795638345181942,0.06118776273727417
2050,0.0007197208073252494,0.05572646155953407,0.057801386833190915
2100,0.0007035315615430735,0.05499369233846665,0.05820946192741394
2150,0.0006870823551617467,0.053670430183410646,0.05567375874519348
2200,0.0006703941979230209,0.052781548127532,0.054996718645095824
2250,0.0006534884047685281,0.05103849388659001,0.054177331209182736
2300,0.0006363865686152794,0.05092225223779678,0.053264105081558225
2350,0.0006191105327761216,0.04928167574107647,0.05262450575828552
2400,0.0006016823630603753,0.049601207226514815,0.05249408221244812
2450,0.000584124319590289,0.04790823139250278,0.05093191838264465
2500,0.000566458828369308,0.04714014410972595,0.050489235162734986
2550,0.0005487084526384713,0.04621744550764561,0.049340611577033996
2600,0.0005308958640575214,0.04542483843863011,0.04777089154720306
2650,0.0005130438137475362,0.045139480531215664,0.04730024838447571
2700,0.0004951751032320709,0.042532666996121404,0.04651194226741791
2750,0.00047731255531392025,0.042931842878460885,0.0453096718788147
2800,0.0004594789849247047,0.04124503202736378,0.04451001369953155
2850,0.00044169716998450814,0.04116469494998455,0.04372322535514832
2900,0.00042398982230878936,0.04046254098415375,0.04315752744674683
2950,0.0004063795585997261,0.040126209557056425,0.04248983860015869
3000,0.00038888887155904146,0.03934440679848194,0.04199130129814148
3050,0.0003715401011592102,0.039131853729486465,0.04103315567970276
3100,0.00035435540610973914,0.037914392575621604,0.04147943937778473
3150,0.0003373567355549646,0.03689214333891869,0.04024640369415283
3200,0.00032056580103951714,0.03635013483464718,0.0392776734828949
3250,0.0003040040487772609,0.03589594408869743,0.038169979333877564
3300,0.0002876926322591259,0.03501555159687996,0.037845134496688845
3350,0.0002716523852348209,0.03497611783444882,0.03743357408046723
3400,0.00025590379510293627,0.03403171062469482,0.03712009501457214
3450,0.0002404669767434216,0.033738681487739085,0.036751049876213075
3500,0.00022536164682586545,0.03335034504532814,0.035856488704681395
3550,0.00021060709862638627,0.03303640760481358,0.035472294926643375
3600,0.00019622217738530528,0.03217130046337843,0.03514999032020569
3650,0.0001822252562370698,0.03246780704706907,0.03474427425861359
3700,0.00016863421274317654,0.03189312044531107,0.03439014446735382
3750,0.0001554664060580628,0.031239405982196333,0.03417476606369019
