step,lr,train_mse,test_mse
50,0.00010245901639344262,0.5888783752918243,0.5857501220703125
100,0.00020491803278688525,0.39114601850509645,0.39356375122070314
150,0.00030737704918032784,0.2980067592859268,0.30521096420288085
200,0.0004098360655737705,0.23982029974460603,0.245886474609375
250,0.0005122950819672131,0.20189403861761093,0.20603873443603515
300,0.0006147540983606557,0.18268083333969115,0.18735417461395262
350,0.0007172131147540984,0.16573526173830033,0.16907767963409423
400,0.000819672131147541,0.15874181866645812,0.16133358573913575
450,0.0009221311475409836,0.14667019695043565,0.14861572647094726
500,0.000999984543714613,0.1420718687772751,0.14616871881484986
550,0.0009995247601443948,0.1345459757745266,0.1377787628173828
600,0.0009984269587898415,0.12675405248999597,0.12715202522277833
650,0.00099669254181726,0.1173300388455391,0.12267438030242919
700,0.0009943237245099797,0.11486588835716248,0.11859374570846558
750,0.000991323532438884,0.10738746732473374,0.11166287326812745
800,0.0009876957975980011,0.10275408342480659,0.1056980128288269
850,0.0009834451535100915,0.10006523981690407,0.10207616376876831
900,0.0009785770293084816,0.09985489547252654,0.1009680528640747
950,0.0009730976428027077,0.09469350099563599,0.09812213850021362
1000,0.0009670139925368193,0.09312616169452667,0.09551426935195922
1050,0.0009603338488504935,0.08963612273335457,0.0917570652961731
1100,0.0009530657439543711,0.08945422843098641,0.09154837131500244
1150,0.0009452189610322938,0.08664526984095573,0.08949945235252381
1200,0.0009368035223843632,0.08449318051338196,0.08765006875991821
1250,0.0009278301766259607,0.08136015549302102,0.08420073890686035
1300,0.0009183103849590839,0.0815612517297268,0.08370732283592223
1350,0.0009082563065335312,0.0777957159280777,0.08025945663452148
1400,0.0008976807829166331,0.07480050951242447,0.07762581205368042
1450,0.0008865973216913656,0.0743533881008625,0.0764747200012207
1500,0.000875020079203796,0.07192756891250611,0.0741598162651062
1550,0.0008629638424818955,0.07097125686705112,0.07414239406585693
1600,0.0008504440103488143,0.0719283901154995,0.07331619119644164
1650,0.000837476573754742,0.06960475787520409,0.07148331379890442
1700,0.0008240780953524726,0.06663575500249863,0.06905473947525025
1750,0.0008102656883427632,0.0663100664317608,0.06926678919792176
1800,0.000796056994616507,0.06474781744182109,0.06662336373329163
1850,0.0007814701622216341,0.06258836552500725,0.06515791583061219
1900,0.000766523822183526,0.06294848747551442,0.06506157493591308
1950,0.0007512370647085469,0.060358799397945403,0.06333162498474121
2000,0.000735629414801085,0.05969552643597126,0.061842790365219114
2050,0.0007197208073252494,0.058656654804944995,0.0609891037940979
2100,0.0007035315615430735,0.05788955010473728,0.0602787868976593
2150,0.0006870823551617467,0.05690997526049614,0.05854018115997314
2200,0.0006703941979230209,0.05385267339646816,0.0562724711894989
2250,0.0006534884047685281,0.055160449519753456,0.0568953378200531
2300,0.0006363865686152794,0.05394532434642315,0.054963390588760375
2350,0.0006191105327761216,0.053416462019085884,0.055442355155944825
2400,0.0006016823630603753,0.05128950655460358,0.05339970445632935
2450,0.000584124319590289,0.04954510048031807,0.051673781156539915
2500,0.000566458828369308,0.050994117930531505,0.05295763492584229
2550,0.0005487084526384713,0.04841211333870888,0.05129993748664856
2600,0.0005308958640575214,0.04798049621284008,0.05043157196044922
2650,0.0005130438137475362,0.047468337789177896,0.05008065450191498
2700,0.0004951751032320709,0.04602200485765934,0.04977823996543884
2750,0.00047731255531392025,0.045832824036478995,0.048558941602706907
2800,0.0004594789849247047,0.045051167532801625,0.047905889749526975
2850,0.00044169716998450814,0.0433989541977644,0.04609710311889648
2900,0.00042398982230878936,0.04371248811483383,0.04579789471626282
2950,0.0004063795585997261,0.04205257922410965,0.04473528516292572
3000,0.00038888887155904146,0.04213643029332161,0.04504353380203247
3050,0.0003715401011592102,0.04060127213597298,0.04292912936210632
3100,0.00035435540610973914,0.04114791631698608,0.04306991708278656
3150,0.0003373567355549646,0.039886870458722114,0.04233051037788391
3200,0.00032056580103951714,0.038751188516616825,0.041163851976394654
3250,0.0003040040487772609,0.03805491343140602,0.04070637798309326
3300,0.0002876926322591259,0.03895757995545864,0.04043836176395416
3350,0.0002716523852348209,0.03754505977034569,0.04043485903739929
3400,0.00025590379510293627,0.03676756277680397,0.03924929547309876
3450,0.0002404669767434216,0.037050591558218,0.03881969940662384
3500,0.00022536164682586545,0.03630237713456154,0.0381524395942688
3550,0.00021060709862638627,0.0356763232499361,0.03830602598190307
3600,0.00019622217738530528,0.034623462855815884,0.03721360194683075
3650,0.0001822252562370698,0.034464778825640675,0.03679429638385773
3700,0.00016863421274317654,0.034187630340456965,0.03614034283161163
3750,0.0001554664060580628,0.03334758285433054,0.036382218599319456
3800,0.00014273865475713504,0.03407491896301508,0.0359953134059906
3850,0.0001304672153552502,0.03304782450199127,0.035543650150299075
3900,0.00011866776154308867,0.03305402893573046,0.03501320993900299
3950,0.00010735536416794018,0.03305862255394459,0.03491051316261291
4000,9.654447198447042e-05,0.032186897620558735,0.03468867182731628
4050,8.624889320005574e-05,0.032124197967350485,0.034215402364730835
4100,7.648177783825561e-05,0.03178183037787676,0.033952445745468136
4150,6.725560094295091e-05,0.031257664933800694,0.03379206132888794
4200,5.858214664459999e-05,0.031021256893873216,0.03339827907085419
4250,5.0472493108962626e-05,0.031389651112258436,0.03340612506866455
4300,4.293699838751758e-05,0.031042671762406826,0.03317380952835083
4350,3.598528718764604e-05,0.030576749071478844,0.032968605756759646
4400,2.962623857947805e-05,0.03004269540309906,0.03281551837921143
4450,2.386797465510443e-05,0.03022630251944065,0.03272580170631409
4500,1.871785015463767e-05,0.030084266886115076,0.0325558352470398
4550,1.4182443072373596e-05,0.029729085192084313,0.03247342228889465
